case_key,case_id,case_name,application_numbers,application_numbers_count,primary_application_number,judgment_date_raw,judgment_year,hudoc_itemid,hudoc_importance_level,hudoc_importance_bucket,is_key_case,convention_articles,keywords,respondent_states,summary_text,citation_example,all_citation_variants_count,snapshots_count,guides_count,guide_ids,guide_titles,first_seen_snapshot_timestamp,last_seen_snapshot_timestamp,first_seen_snapshot_pdf,last_seen_snapshot_pdf,hudoc_match_status,hudoc_match_method,hudoc_query_value,hudoc_query_result_count,hudoc_docname,hudoc_appno,hudoc_doctype,hudoc_languageisocode,hudoc_kpdate,hudoc_kpdateastext,hudoc_originatingbody,hudoc_ecli,hudoc_conclusion
apps:35943/18,35943/18,"Pintus v. Italy,* no. 35943/18",35943/18,1,35943/18,1 February 2024,2024,001-230998,3,,,2|2-1|3,,ITA,,"Pintus v. Italy,* no. 35943/18, 1 February 2024",2,3,1,7ff3d5fc46dd,Prisoners' rights,20240405074848,20240928174327,20240405074848__guide_prisoners_rights_eng.pdf,20240928174327__guide_prisoners_rights_eng.pdf,matched,exact_application_set,35943/18,3,CASE OF PINTUS v. ITALY,35943/18,HEJUD,ENG,2024-02-01T00:00:00,01/02/2024 00:00:00,4,ECLI:CE:ECHR:2024:0201JUD003594318,No violation of Article 2 - Right to life (Article 2-1 - Life) (Substantive aspect);No violation of Article 3 - Prohibition of torture (Article 3 - Degrading treatment;Inhuman treatment) (Substantive aspect)
apps:39742/05,39742/05,Piotr Baranowski v. Poland,39742/05,1,39742/05,2 October 2007,2007,001-82496,4,,,5|5-3|5-4,,POL,,"Piotr Baranowski v. Poland, no. 39742/05, 2 October 2007",1,3,1,22935893a6e6,Article 5,20230923032746,20251128111224,20230923032746__guide_art_5_eng.pdf,20251128111224__guide_art_5_eng.pdf,matched,exact_application_set,39742/05,5,CASE OF PIOTR BARANOWSKI v. POLAND,39742/05,HEJUD,ENG,2007-10-02T00:00:00,02/10/2007 00:00:00,7,ECLI:CE:ECHR:2007:1002JUD003974205,No violation of Art. 5-3;Violation of Art. 5-4
apps:30028/06,30028/06,Piotr Osuch v. Poland,30028/06,1,30028/06,3 November 2009,2009,001-95583,4,,,5,,POL,,"Piotr Osuch v. Poland, no. 30028/06, 3 November 2009",1,3,1,22935893a6e6,Article 5,20230923032746,20251128111224,20230923032746__guide_art_5_eng.pdf,20251128111224__guide_art_5_eng.pdf,matched,exact_application_set,30028/06,4,CASE OF PIOTR OSUCH v. POLAND,30028/06,HEJUD,ENG,2009-11-03T00:00:00,03/11/2009 00:00:00,7,ECLI:CE:ECHR:2009:1103JUD003002806,Violation of Article 5 - Right to liberty and security
apps:8923/12,8923/12,Piotrowski v. Poland (dec.),8923/12,1,8923/12,22 November 2016,2016,001-169916,4,,,8|8-1|8-2|12|35,,POL,,"Piotrowski v. Poland (dec.), no. 8923/12, 22 November 2016",1,4,1,1e58f64bfb7a,Article 12,20230923091656,20250906135625,20230923091656__guide_art_12_eng.pdf,20250906135625__guide_art_12_eng.pdf,matched,exact_application_set,8923/12,2,PIOTROWSKI v. POLAND,8923/12,HEDEC,ENG,2016-11-22T00:00:00,22/11/2016 00:00:00,7,ECLI:CE:ECHR:2016:1122DEC000892312,Inadmissible
apps:24183/21,24183/21,Piperea v. Romania (dec.) [Committee],24183/21,1,24183/21,5 July 2022,2022,001-219145,4,,,8|35|P4-2|P4-2-1,,ROU,,"Piperea v. Romania (dec.) [Committee], no. 24183/21, 5 July 2022",1,3,1,dbfbd08a4477,Article 2 Protocol 4,20230923150809,20240930065636,20230923150809__guide_art_2_protocol_4_eng.pdf,20240930065636__guide_art_2_protocol_4_eng.pdf,matched,exact_application_set,24183/21,2,PIPEREA c. ROUMANIE,24183/21,HFDEC,FRE,2022-07-05T00:00:00,05/07/2022 00:00:00,28,ECLI:CE:ECHR:2022:0705DEC002418321,Irrecevable
apps:21055/11,21055/11,Pirozzi v. Belgium,21055/11,1,21055/11,17 April 2018,2018,001-182591,4,,,5|5-1|6|6-1,,BEL,,"Pirozzi v. Belgium, no. 21055/11, 17 April 2018",1,13,4,1d874b186d3e|22935893a6e6|4026b1621d4a|d24a9ac722de,Article 5|Article 6 Criminal|ECHR / EU|Terrorism,20230911235812,20260217143525,20230911235812__guide_art_6_criminal_eng.pdf,20260217143525__guide_art_6_criminal_eng.pdf,matched,exact_application_set,21055/11,5,CASE OF PIROZZI v. BELGIUM,21055/11,HEJUD,ENG,2018-04-17T00:00:00,17/04/2018 00:00:00,5,ECLI:CE:ECHR:2018:0417JUD002105511,No violation of Article 5 - Right to liberty and security (Article 5-1 - Lawful arrest or detention);No violation of Article 6 - Right to a fair trial (Article 6 - Criminal proceedings;Article 6-1 - Fair hearing)
apps:35232/11,35232/11,Pirttimäki v. Finland,35232/11,1,35232/11,20 May 2014,2014,001-144113,4,,,P7-4,,FIN,,"Pirttimäki v. Finland, no. 35232/11, 20 May 2014",1,4,1,6d86f7b0f9c7,Article 4 Protocol 7,20230923164453,20251029024721,20230923164453__guide_art_4_protocol_7_eng.pdf,20251029024721__guide_art_4_protocol_7_eng.pdf,matched,exact_application_set,35232/11,3,CASE OF PIRTTIMÄKI v. FINLAND,35232/11,HEJUD,ENG,2014-05-20T00:00:00,20/05/2014 00:00:00,7,ECLI:CE:ECHR:2014:0520JUD003523211,No violation of Article 4 of Protocol No. 7 - Right not to be tried or punished twice-{general} (Article 4 of Protocol No. 7 - Right not to be tried or punished twice)
apps:33376/07,33376/07,Piruzyan v. Armenia,33376/07,1,33376/07,26 June 2012,2012,001-111631,2,,,3|5|5-1|5-3|5-4|35|35-1|41,,ARM,,"Piruzyan v. Armenia, no. 33376/07, 26 June 2012",1,3,1,22935893a6e6,Article 5,20230923032746,20251128111224,20230923032746__guide_art_5_eng.pdf,20251128111224__guide_art_5_eng.pdf,matched,exact_application_set,33376/07,24,CASE OF PIRUZYAN v. ARMENIA,33376/07,HEJUD,ENG,2012-06-26T00:00:00,26/06/2012 00:00:00,6,ECLI:CE:ECHR:2012:0626JUD003337607,Remainder inadmissible;Violation of Article 3 - Prohibition of torture (Article 3 - Degrading treatment) (Substantive aspect);Violation of Article 5 - Right to liberty and security (Article 5-1 - Lawful arrest or detention);Violation of Article 5 - Right to liberty and security (Article 5-3 - Length of pre-trial detention;Reasonableness of pre-trial detention);Violation of Article 5 - Right to liberty and security (Article 5-3 - Release pending trial);Violation of Article 5 - Right to liberty and security (Article 5-4 - Procedural guarantees of review;Review of lawfulness of detention);Violation of Article 5 - Right to liberty and security (Article 5-4 - Review of lawfulness of detention);Non-pecuniary damage - award;Pecuniary damage - claim dismissed
apps:36732/97,36732/97,Pisano v. Italy (striking out) [GC],36732/97,1,36732/97,24 October 2002,2002,001-60706,3,,,6|6-1|6-3-d|35|35-1|35-4|37|37-1-b|43|34,,ITA,,"Pisano v. Italy (striking out) [GC], no. 36732/97, 24 October 2002",1,10,1,154b01c3289a,Article 34/35,20230627221844,20251202174715,20230627221844__Admissibility_guide_ENG.pdf,20251202174715__Admissibility_guide_ENG.pdf,matched,exact_application_set,36732/97,11,CASE OF PISANO v. ITALY,36732/97,HEJUD,ENG,2002-10-24T00:00:00,24/10/2002 00:00:00,8,ECLI:CE:ECHR:2002:1024JUD003673297,Preliminary objection rejected (non-exhaustion);Struck out of the list (solution of the matter)
apps:7025/04,7025/04,Pishchalnikov v. Russia,7025/04,1,7025/04,24 September 2009,2009,001-94293,2,,,6|6-1|6-3|6-3-c|41|6-1+6-3-c,,RUS,,"Pishchalnikov v. Russia, no. 7025/04, 24 September 2009",1,6,1,4026b1621d4a,Article 6 Criminal,20230911235812,20260217143525,20230911235812__guide_art_6_criminal_eng.pdf,20260217143525__guide_art_6_criminal_eng.pdf,matched,exact_application_set,7025/04,5,CASE OF PISHCHALNIKOV v. RUSSIA,7025/04,HEJUD,ENG,2009-09-24T00:00:00,24/09/2009 00:00:00,4,ECLI:CE:ECHR:2009:0924JUD000702504,Remainder inadmissible;Violation of Art. 6-1;Violation of Art. 6-1+6-3-c;Non-pecuniary damage - award
apps:33399/18,33399/18,Pişkin v. Turkey,33399/18,1,33399/18,15 December 2020,2020,001-206901,3,,,6|6-1|8|8-1|15|15-1|35|35-3-a|41,,TUR,,"Pişkin v. Turkey, no. 33399/18, 15 December 2020",1,24,5,4026b1621d4a|96d370a07ab1|99cd2ce32cf8|cfca8cb0bbc6|e8704f851a2b,Article 15|Article 6 Civil|Article 6 Criminal|Article 8|Social rights,20230911235812,20260217143525,20230911235812__guide_art_6_criminal_eng.pdf,20260217143525__guide_art_6_criminal_eng.pdf,matched,exact_application_set,33399/18,7,CASE OF PİŞKİN v. TURKEY,33399/18,HEJUD,ENG,2020-12-15T00:00:00,15/12/2020 00:00:00,5,ECLI:CE:ECHR:2020:1215JUD003339918,Remainder inadmissible (Art. 35) Admissibility criteria;(Art. 35-3-a) Manifestly ill-founded;Violation of Article 6 - Right to a fair trial (Article 6 - Civil proceedings;Article 6-1 - Fair hearing);Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for private life);Pecuniary damage - claim dismissed (Article 41 - Pecuniary damage;Just satisfaction);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:73578/01,73578/01,Pištorová v. the Czech Republic,73578/01,1,73578/01,26 October 2004,2004,001-67204,3,,,6|6-1|35|35-1|41,,CZE,,"Pištorová v. the Czech Republic, no. 73578/01, 26 October 2004",1,5,1,1b1f8de345be,Article 1 Protocol 1,20230923134648,20260104030038,20230923134648__guide_art_1_protocol_1_eng.pdf,20260104030038__guide_art_1_protocol_1_eng.pdf,matched,exact_application_set,73578/01,5,CASE OF PIŠTOROVÁ v. THE CZECH REPUBLIC,73578/01,HEJUD,ENG,2004-10-26T00:00:00,26/10/2004 00:00:00,5,ECLI:CE:ECHR:2004:1026JUD007357801,Preliminary objection dismissed (Article 35-1 - Effective domestic remedy);Remainder inadmissible;Violation of Article 6 - Right to a fair trial (Article 6 - Civil proceedings;Article 6-1 - Reasonable time);Pecuniary damage - claim dismissed (Article 41 - Causal link;Pecuniary damage;Just satisfaction);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:34393/03,34393/03,Pitalev v. Russia,34393/03,1,34393/03,30 July 2009,2009,001-93874,3,,,3|35|35-1|41,,RUS,,"Pitalev v. Russia, no. 34393/03, 30 July 2009",1,7,1,415c8994e0ed,Article 2,20230923024152,20251215180904,20230923024152__guide_art_2_eng.pdf,20251215180904__guide_art_2_eng.pdf,matched,exact_application_set,34393/03,4,CASE OF PITALEV v. RUSSIA,34393/03,HEJUD,ENG,2009-07-30T00:00:00,30/07/2009 00:00:00,23,ECLI:CE:ECHR:2009:0730JUD003439303,"Preliminary objections dismissed (non-exhaustion of domestic remedies, six-month period);Remainder inadmissible;No violation of Art. 3 (substantive aspect);Violation of Art. 3 (substantive aspect);Non-pecuniary damage - award"
apps:47936/99,47936/99,Pitkevich v. Russia (dec.),47936/99,1,47936/99,8 February 2001,2001,001-5726,3,,,P1-1|6|6-1|9|9-1|9-2|10|10-1|10-2|14|35|35-1,,RUS,,"Pitkevich v. Russia (dec.), no. 47936/99, 8 February 2001",1,12,2,1900da194ee4|2fbc08fc30bd,Article 10|Article 9,20230912000014,20251122212600,20230912000014__guide_art_10_eng.pdf,20251122212600__guide_art_9_eng.pdf,matched,exact_application_set,47936/99,3,PITKEVICH v. RUSSIA,47936/99,HEDEC,ENG,2001-02-08T00:00:00,08/02/2001 00:00:00,5,ECLI:CE:ECHR:2001:0208DEC004793699,Inadmissible
apps:53036/08,53036/08,Pitsayeva and Others v. Russia,53036/08,1,53036/08,9 January 2014,2014,001-139908,2,,,2|2-1|3|5|5-1|13|13+2|13+3|35|35-1|41,,RUS,,"Pitsayeva and Others v. Russia, nos. 53036/08 and 19 others, 9 January 2014",1,10,1,154b01c3289a,Article 34/35,20230627221844,20251202174715,20230627221844__Admissibility_guide_ENG.pdf,20251202174715__Admissibility_guide_ENG.pdf,matched,legacy_identifier_exact_name_and_year,53036/08 || docname_raw:Pitsayeva and Others v. Russia || text_clean:Pitsayeva and Others v. Russia,23,CASE OF PITSAYEVA AND OTHERS v. RUSSIA,53036/08;61785/08;8594/09;24708/09;30327/09;36965/09;61258/09;63608/09;67322/09;4334/10;4345/10;11873/10;25515/10;30592/10;32797/10;33944/10;36141/10;52446/10;62244/10;66420/10,HEJUD,ENG,2014-01-09T00:00:00,09/01/2014 00:00:00,4,ECLI:CE:ECHR:2014:0109JUD005303608,Preliminary objection dismissed (Article 35-1 - Exhaustion of domestic remedies);Preliminary objection dismissed (Article 35-1 - Six month period);Violation of Article 2 - Right to life (Article 2-1 - Life) (Substantive aspect);Violation of Article 2 - Right to life (Article 2-1 - Effective investigation) (Procedural aspect);Violation of Article 3 - Prohibition of torture (Article 3 - Degrading treatment) (Substantive aspect);Violation of Article 5 - Right to liberty and security (Article 5-1 - Lawful arrest or detention);Violation of Article 13+2 - Right to an effective remedy (Article 13 - Effective remedy) (Article 2 - Right to life);Violation of Article 13+3 - Right to an effective remedy (Article 13 - Effective remedy) (Article 3 - Prohibition of torture);Pecuniary and non-pecuniary damage - award
apps:5049/14|5122/14,5049/14|5122/14,Pitsiladi and Vasilellis v. Greece,5049/14|5122/14,2,5049/14,6 June 2023,2023,001-225308,3,,,35|35-3-a|2|2-1,,GRC,,"Pitsiladi and Vasilellis v. Greece, nos. 5049/14 and 5122/14, 6 June 2023",1,5,1,415c8994e0ed,Article 2,20231218132744,20251215180904,20231218132744__guide_art_2_eng.pdf,20251215180904__guide_art_2_eng.pdf,matched,exact_application_set,5049/14|5122/14,5,CASE OF PITSILADI AND VASILELLIS v. GREECE,5049/14;5122/14,HEJUD,ENG,2023-06-06T00:00:00,06/06/2023 00:00:00,6,ECLI:CE:ECHR:2023:0606JUD000504914,Preliminary objection joined to merits and dismissed (Art. 35) Admissibility criteria;(Art. 35-3-a) Ratione materiae;No violation of Article 2 - Right to life (Article 2 - Positive obligations;Article 2-1 - Effective investigation) (Procedural aspect)
apps:2134/23,2134/23,Pivkina and Others v. Russia (dec.),2134/23,1,2134/23,6 June 2023,2023,001-225645,1,,,3|5|5-3|6|6-1|8|8-1|10|10-1|11|11-1|P7-2|35|35-3-a|5-1|58,,RUS,,"Pivkina and Others v. Russia (dec.), nos. 2134/23 and 6 others, 6 June 2023",1,3,1,684d373b17e9,Article 11,20240405192605,20251210133318,20240405192605__guide_art_11_eng.pdf,20251210133318__guide_art_11_eng.pdf,matched,legacy_identifier_exact_name_and_year,2134/23 || docname_raw:Pivkina and Others v. Russia (dec.) || docname_clean:Pivkina and Others v. Russia || text_clean:Pivkina and Others v. Russia,54,PIVKINA AND OTHERS v. RUSSIA,2134/23;4556/23;12899/23;2156/23;7800/23;11065/23;13850/23,HEDEC,ENG,2023-06-06T00:00:00,06/06/2023 00:00:00,6,ECLI:CE:ECHR:2023:0606DEC000213423,Partly inadmissible (Art. 35) Admissibility criteria;(Art. 35-3-a) Manifestly ill-founded;(Art. 35-3-a) Ratione personae;(Art. 35-3-a) Ratione temporis
apps:12444/86,12444/86,Pizzetti v. Italy,12444/86,1,12444/86,10 December 1991,1991,001-47948,4,,,6|6-1|13,,ITA,,"Pizzetti v. Italy, no. 12444/86, Commission's report of 10 December 1991",1,5,1,a94e3bc7e2bf,Article 13,20230911235824,20250619163138,20230911235824__guide_art_13_eng.pdf,20250619163138__guide_art_13_eng.pdf,matched,exact_application_set,12444/86,9,PIZZETTI contre l'ITALIE,12444/86,HFREP,FRE,1991-12-10T00:00:00,10/12/1991 00:00:00,3,ECLI:CE:ECHR:1991:1210REP001244486,Violation de l'art. 6-1;Non-violation de l'art. 13
name:pizzetti v italy::1993,,Pizzetti v. Italy,,0,,26 February 1993,1993,001-57813,3,,,6|6-1|41,,ITA,,"Pizzetti v. Italy, 26 February 1993, Series A no. 257-C",1,4,1,96d370a07ab1,Article 6 Civil,20240218053355,20260217135653,20240218053355__guide_art_6_civil_eng.pdf,20260217135653__guide_art_6_civil_eng.pdf,matched,exact_name_and_year,Pizzetti v. Italy,3,CASE OF PIZZETTI v. ITALY,12444/86,HEJUD,ENG,1993-02-26T00:00:00,26/02/1993 00:00:00,9,ECLI:CE:ECHR:1993:0226JUD001244486,Violation of Article 6 - Right to a fair trial (Article 6 - Civil proceedings;Article 6-1 - Reasonable time);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:69498/01,69498/01,Pla and Puncernau v. Andorra,69498/01,1,69498/01,,2004,001-61900,1,,,8|8-1|14+8|14|41,,AND,,"Pla and Puncernau v. Andorra, no. 69498/01, ECHR 2004-VIII",2,11,2,99cd2ce32cf8|e12c697e461c,Article 14|Article 8,20230923050459,20260215111534,20230923050459__guide_art_8_eng.pdf,20260215111534__guide_art_8_eng.pdf,matched,exact_application_set,69498/01,17,CASE OF PLA AND PUNCERNAU v. ANDORRA,69498/01,HEJUD,ENG,2004-07-13T00:00:00,13/07/2004 00:00:00,7,ECLI:CE:ECHR:2004:0713JUD006949801,Preliminary objection rejected (ratione materiae);Violation of Art. 14+8;Not necessary to examine Art. 8;Just satisfaction reserved
apps:25852/94,25852/94,Planka v. Austria,25852/94,1,25852/94,15 May 1996,1996,001-2916,3,,,5|5-1|5-1-c|6|6-1|35|35-1|35-3|P7-2,,AUT,,"Planka v. Austria, no. 25852/94, Commission decision of 15 May 1996",1,6,1,4026b1621d4a,Article 6 Criminal,20230911235812,20260217143525,20230911235812__guide_art_6_criminal_eng.pdf,20260217143525__guide_art_6_criminal_eng.pdf,matched,exact_application_set,25852/94,2,PLANKA v. AUSTRIA,25852/94,HEDEC,ENG,1996-05-15T00:00:00,15/05/1996 00:00:00,1,ECLI:CE:ECHR:1996:0515DEC002585294,Inadmissible
apps:38460/97,38460/97,Platakou v. Greece,38460/97,1,38460/97,,2001,001-59125,1,,,6|6-1|14|41|P1-1|P1-1-1|14+6,,GRC,,"Platakou v. Greece, no. 38460/97, ECHR 2001-I",1,9,2,1b1f8de345be|96d370a07ab1,Article 1 Protocol 1|Article 6 Civil,20230923134648,20260217135653,20230923134648__guide_art_1_protocol_1_eng.pdf,20260217135653__guide_art_6_civil_eng.pdf,matched,exact_application_set,38460/97,10,CASE OF PLATAKOU v. GREECE,38460/97,HEJUD,ENG,2001-01-11T00:00:00,11/01/2001 00:00:00,5,ECLI:CE:ECHR:2001:0111JUD003846097,Preliminary objection rejected;Violation of Art. 6-1;Not necessary to examine Art. 14+6;Violation of P1-1;Pecuniary damage - financial award;Non-pecuniary damage - financial award;Costs and expenses award - domestic proceedings;Costs and expenses award - Convention proceedings
apps:48337/09,48337/09,Plathey v. France,48337/09,1,48337/09,10 November 2011,2011,001-107418,3,,,3|13|13+3|35|35-1|41,,FRA,,"Plathey v. France, no. 48337/09, 10 November 2011",1,4,1,e751e8063f8b,Environment,20230923165352,20251212192207,20230923165352__guide_environment_eng.pdf,20251212192207__guide_environment_eng.pdf,matched,exact_application_set,48337/09,7,CASE OF PLATHEY v. FRANCE,48337/09,HEJUD,ENG,2011-11-10T00:00:00,10/11/2011 00:00:00,23,ECLI:CE:ECHR:2011:1110JUD004833709,Remainder inadmissible;Preliminary objection dismissed (non-exhaustion of domestic remedies);Violation of Art. 3 (substantive aspect);Violation of Art. 13+3;Non-pecuniary damage - award
apps:526/18,526/18,Platini v. Switzerland (dec.),526/18,1,526/18,11 February 2020,2020,001-231223,4,,,6|6-1|7|7-1|8|35,,CHE,,"Platini v. Switzerland (dec.), no. 526/18, 11 February 2020",1,20,3,154b01c3289a|41c295afbaa0|99cd2ce32cf8,Article 34/35|Article 7|Article 8,20230627221844,20260215111534,20230627221844__Admissibility_guide_ENG.pdf,20260215111534__guide_art_8_eng.pdf,matched,exact_application_set,526/18,7,PLATINI v. SWITZERLAND,526/18,HEDEC,ENG,2020-02-11T00:00:00,11/02/2020 00:00:00,6,ECLI:CE:ECHR:2020:0211DEC000052618,Inadmissible
name:plattform arzte fur das leben v austria::1988,,"Plattform ""Ärzte für das Leben"" v. Austria",,0,,21 June 1988,1988,001-57558,2,,,13|11,,AUT,,"Plattform ""Ärzte für das Leben"" v. Austria, 21 June 1988, Series A no. 139",2,13,3,684d373b17e9|a94e3bc7e2bf|b8a991ab1181,Article 11|Article 13|Mass protests,20230911235824,20251210133318,20230911235824__guide_art_13_eng.pdf,20251210133318__guide_art_11_eng.pdf,matched,exact_name_and_year,"Plattform ""Ärzte für das Leben"" v. Austria",9,"CASE OF PLATTFORM ""ÄRZTE FÜR DAS LEBEN"" v. AUSTRIA",10126/82,HEJUD,ENG,1988-06-21T00:00:00,21/06/1988 00:00:00,9,ECLI:CE:ECHR:1988:0621JUD001012682,No violation of Art. 13
apps:44101/18,44101/18,Plazzi v. Switzerland,44101/18,1,44101/18,8 February 2022,2022,001-215757,3,,,6|6-1|41,,CHE,,"Plazzi v. Switzerland, no. 44101/18, 8 February 2022",1,4,1,96d370a07ab1,Article 6 Civil,20240218053355,20260217135653,20240218053355__guide_art_6_civil_eng.pdf,20260217135653__guide_art_6_civil_eng.pdf,matched,exact_application_set,44101/18,8,CASE OF PLAZZI v. SWITZERLAND,44101/18,HEJUD,ENG,2022-02-08T00:00:00,08/02/2022 00:00:00,6,ECLI:CE:ECHR:2022:0208JUD004410118,Violation of Article 6 - Right to a fair trial (Article 6 - Civil proceedings;Article 6-1 - Access to court);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction)
apps:22279/04,22279/04,Plechanow v. Poland,22279/04,1,22279/04,7 July 2009,2009,001-93302,3,,,35|35-1|35-3|41|P1-1|P1-1-1,,POL,,"Plechanow v. Poland, no. 22279/04, 7 July 2009",1,5,1,1b1f8de345be,Article 1 Protocol 1,20230923134648,20260104030038,20230923134648__guide_art_1_protocol_1_eng.pdf,20260104030038__guide_art_1_protocol_1_eng.pdf,matched,exact_application_set,22279/04,12,CASE OF PLECHANOW v. POLAND,22279/04,HEJUD,ENG,2009-07-07T00:00:00,07/07/2009 00:00:00,7,ECLI:CE:ECHR:2009:0707JUD002227904,"Preliminary objection joined to merits and dismissed (non-exhaustion of domestic remedies);Preliminary objections dismissed (ratione temporis, ratione materiae, ratione personae, six month period);Violation of P1-1;Just satisfaction reserved"
apps:1660/03,1660/03,Plechkov v. Romania,1660/03,1,1660/03,16 September 2014,2014,001-146496,3,,,7|7-1|41|P1-1|P1-1-1,,ROU,,"Plechkov v. Romania, no. 1660/03, 16 September 2014",1,3,1,41c295afbaa0,Article 7,20230923043629,20250604140804,20230923043629__guide_art_7_eng.pdf,20250604140804__guide_art_7_eng.pdf,matched,exact_application_set,1660/03,8,CASE OF PLESHKOV v. ROMANIA,1660/03,HEJUD,ENG,2014-09-16T00:00:00,16/09/2014 00:00:00,6,ECLI:CE:ECHR:2014:0916JUD000166003,Violation of Article 7 - No punishment without law (Article 7-1 - Nullum crimen sine lege;Criminal offence);Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Deprivation of property;Peaceful enjoyment of possessions);Pecuniary and non-pecuniary damage - award
apps:41242/08,41242/08,Plesó v. Hungary,41242/08,1,41242/08,2 October 2012,2012,001-108920,4,,,5|5-1-e,,HUN,,"Plesó v. Hungary, no. 41242/08, 2 October 2012",1,3,1,22935893a6e6,Article 5,20230923032746,20251128111224,20230923032746__guide_art_5_eng.pdf,20251128111224__guide_art_5_eng.pdf,matched,exact_application_set,41242/08,10,PLESO v. HUNGARY,41242/08,HEDEC,ENG,2012-01-17T00:00:00,17/01/2012 00:00:00,5,ECLI:CE:ECHR:2012:0117DEC004124208,Admissible
apps:59253/11,59253/11,POA and Others v. the United Kingdom (dec.),59253/11,1,59253/11,21 May 2013,2013,001-121143,3,,,11|35|35-2,,GBR,,"POA and Others v. the United Kingdom (dec.), no. 59253/11, 21 May 2013",1,10,1,154b01c3289a,Article 34/35,20230627221844,20251202174715,20230627221844__Admissibility_guide_ENG.pdf,20251202174715__Admissibility_guide_ENG.pdf,matched,exact_application_set,59253/11,6,POA AND OTHERS v. THE UNITED KINGDOM,59253/11,HEDEC,ENG,2013-05-21T00:00:00,21/05/2013 00:00:00,7,ECLI:CE:ECHR:2013:0521DEC005925311,Inadmissible
apps:1089/09,1089/09,Pocasovschi and Mihaila v. the Republic of Moldova and Russia,1089/09,1,1089/09,29 May 2018,2018,001-183205,3,,,1|3|13|13+3|34|35|35-1|35-3-a|41,,MDA|RUS,,"Pocasovschi and Mihaila v. the Republic of Moldova and Russia, no. 1089/09, 29 May 2018",1,14,2,154b01c3289a|7a059e452dbd,Article 1|Article 34/35,20230627221844,20251202174715,20230627221844__Admissibility_guide_ENG.pdf,20251202174715__Admissibility_guide_ENG.pdf,matched,exact_application_set,1089/09,4,CASE OF POCASOVSCHI AND MIHAILA v. THE REPUBLIC OF MOLDOVA AND RUSSIA,1089/09,HEJUD,ENG,2018-05-29T00:00:00,29/05/2018 00:00:00,5,ECLI:CE:ECHR:2018:0529JUD000108909,Inadmissible (Art. 35) Admissibility criteria;(Art. 35-1) Six-month period (Russia);Preliminary objection joined to merits and dismissed (Art. 34) Individual applications;(Art. 34) Victim (the Republic of Moldova);Remainder inadmissible (Art. 35) Admissibility criteria;(Art. 35-3-a) Manifestly ill-founded (the Republic of Moldova);Violation of Article 3 - Prohibition of torture (Article 3 - Inhuman treatment) (Substantive aspect) (the Republic of Moldova);Violation of Article 13+3 - Right to an effective remedy (Article 13 - Effective remedy) (Article 3 - Degrading treatment;Inhuman treatment;Prohibition of torture) (the Republic of Moldova);No violation of Article 13+3 - Right to an effective remedy (Article 13 - Effective remedy) (Article 3 - Degrading treatment;Inhuman treatment;Prohibition of torture) (the Republic of Moldova);No violation of Article 13+3 - Right to an effective remedy (Article 13 - Effective remedy) (Article 3 - Prohibition of torture;Effective investigation;Positive obligations) (the Republic of Moldova);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction) (the Republic of Moldova)
apps:35601/04,35601/04,Pocius v. Lithuania,35601/04,1,35601/04,6 July 2010,2010,001-99821,3,,,6|6-1|41,,LTU,,"Pocius v. Lithuania, no. 35601/04, 6 July 2010",1,4,1,96d370a07ab1,Article 6 Civil,20240218053355,20260217135653,20240218053355__guide_art_6_civil_eng.pdf,20260217135653__guide_art_6_civil_eng.pdf,matched,exact_application_set,35601/04,6,CASE OF POCIUS v. LITHUANIA,35601/04,HEJUD,ENG,2010-07-06T00:00:00,06/07/2010 00:00:00,5,ECLI:CE:ECHR:2010:0706JUD003560104,Remainder inadmissible;Violation of Art. 6-1;Non-pecuniary damage - award
apps:39199/98,39199/98,Podbielski and PPU Polpure v. Poland,39199/98,1,39199/98,26 July 2005,2005,001-69911,3,,,6|6-1|41,,POL,,"Podbielski and PPU Polpure v. Poland, no. 39199/98, 26 July 2005",1,4,1,96d370a07ab1,Article 6 Civil,20240218053355,20260217135653,20240218053355__guide_art_6_civil_eng.pdf,20260217135653__guide_art_6_civil_eng.pdf,matched,exact_application_set,39199/98,6,CASE OF PODBIELSKI AND PPU POLPURE v. POLAND,39199/98,HEJUD,ENG,2005-07-26T00:00:00,26/07/2005 00:00:00,7,ECLI:CE:ECHR:2005:0726JUD003919998,Violation of Art. 6-1;Pecuniary damage - claim dismissed;Non-pecuniary damage - financial award;Costs and expenses partial award - Convention proceedings
